255, 0, 0, 0, 3.94, 2.94, 3.94, 2.94, 3.94, 2.94, 3.94, 2.94, 3.94, 2.94, 3.94, 2.94, 3.94, 2.94, 3.94, 2.94, 
255, 17, 0, 0, 3.94, 3.18, 3.94, 3.18, 3.94, 3.18, 3.94, 3.18, 3.94, 3.18, 3.94, 3.18, 3.94, 3.18, 3.94, 3.18, 
255, 34, 0, 0, 3.94, 3.25, 3.94, 3.25, 3.94, 3.25, 3.94, 3.25, 3.94, 3.25, 3.94, 3.25, 3.94, 3.25, 3.94, 3.25, 
255, 51, 0, 0, 3.94, 3.29, 3.94, 3.29, 3.94, 3.29, 3.94, 3.29, 3.94, 3.29, 3.94, 3.29, 3.94, 3.29, 3.94, 3.29, 
255, 68, 0, 0, 3.94, 3.31, 3.94, 3.31, 3.94, 3.31, 3.94, 3.31, 3.94, 3.31, 3.94, 3.31, 3.94, 3.31, 3.94, 3.31, 
255, 85, 0, 0, 3.94, 3.33, 3.94, 3.33, 3.94, 3.33, 3.94, 3.33, 3.94, 3.33, 3.94, 3.33, 3.94, 3.33, 3.94, 3.33, 
255, 102, 0, 0, 3.94, 3.34, 3.94, 3.34, 3.94, 3.34, 3.94, 3.34, 3.94, 3.34, 3.94, 3.34, 3.94, 3.34, 3.94, 3.34, 
255, 119, 0, 0, 3.94, 3.35, 3.94, 3.35, 3.94, 3.35, 3.94, 3.35, 3.94, 3.35, 3.94, 3.35, 3.94, 3.35, 3.94, 3.35, 
255, 136, 0, 0, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 
255, 153, 0, 0, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 3.94, 3.36, 
255, 170, 0, 0, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 
255, 187, 0, 0, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 
255, 204, 0, 0, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 3.94, 3.37, 
255, 221, 0, 0, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 
255, 238, 0, 0, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 
255, 255, 0, 0, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 3.94, 3.38, 
255, 255, 17, 0, 3.94, 3.48, 3.94, 3.48, 3.94, 3.48, 3.94, 3.48, 3.94, 3.48, 3.94, 3.48, 3.94, 3.48, 3.94, 3.48, 
255, 255, 34, 0, 3.94, 3.52, 3.94, 3.52, 3.94, 3.52, 3.94, 3.52, 3.94, 3.52, 3.94, 3.52, 3.94, 3.52, 3.94, 3.52, 
255, 255, 51, 0, 3.94, 3.56, 3.94, 3.56, 3.94, 3.56, 3.94, 3.56, 3.94, 3.56, 3.94, 3.56, 3.94, 3.56, 3.94, 3.56, 
255, 255, 68, 0, 3.94, 3.57, 3.94, 3.57, 3.94, 3.57, 3.94, 3.57, 3.94, 3.57, 3.94, 3.57, 3.94, 3.57, 3.94, 3.57, 
255, 255, 85, 0, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 
255, 255, 102, 0, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 3.94, 3.59, 
255, 255, 119, 0, 3.94, 3.60, 3.94, 3.60, 3.94, 3.60, 3.94, 3.60, 3.94, 3.60, 3.94, 3.60, 3.94, 3.60, 3.94, 3.60, 
255, 255, 136, 0, 3.94, 3.61, 3.94, 3.61, 3.94, 3.61, 3.94, 3.61, 3.94, 3.61, 3.94, 3.61, 3.94, 3.61, 3.94, 3.61, 
255, 255, 153, 0, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 
255, 255, 170, 0, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 
255, 255, 187, 0, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 3.94, 3.62, 
255, 255, 204, 0, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 
255, 255, 221, 0, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 
255, 255, 238, 0, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 
255, 255, 255, 0, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 3.94, 3.63, 
255, 255, 255, 17, 3.94, 3.79, 3.94, 3.79, 3.94, 3.79, 3.94, 3.79, 3.94, 3.79, 3.94, 3.79, 3.94, 3.79, 3.94, 3.79, 
255, 255, 255, 34, 3.94, 3.84, 3.94, 3.84, 3.94, 3.84, 3.94, 3.84, 3.94, 3.84, 3.94, 3.84, 3.94, 3.84, 3.94, 3.84, 
255, 255, 255, 51, 3.94, 3.87, 3.94, 3.87, 3.94, 3.87, 3.94, 3.87, 3.94, 3.87, 3.94, 3.87, 3.94, 3.87, 3.94, 3.87, 
255, 255, 255, 68, 3.94, 3.88, 3.94, 3.88, 3.94, 3.88, 3.94, 3.88, 3.94, 3.88, 3.94, 3.88, 3.94, 3.88, 3.94, 3.88, 
255, 255, 255, 85, 3.94, 3.90, 3.94, 3.90, 3.94, 3.90, 3.94, 3.90, 3.94, 3.90, 3.94, 3.90, 3.94, 3.90, 3.94, 3.90, 
255, 255, 255, 102, 3.94, 3.91, 3.94, 3.91, 3.94, 3.91, 3.94, 3.91, 3.94, 3.91, 3.94, 3.91, 3.94, 3.91, 3.94, 3.91, 
255, 255, 255, 119, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 
255, 255, 255, 136, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 3.94, 3.92, 
255, 255, 255, 153, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 
255, 255, 255, 170, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 3.94, 3.93, 
255, 255, 255, 187, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 
255, 255, 255, 204, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 
255, 255, 255, 221, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 
255, 255, 255, 238, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 

Process finished with exit code 0

