RepRap Ltd Optical HAlf-Neuron Starting
221, 0, 0, 0, 5.00, 4.77, 4.27, 4.03, 4.53, 4.28, 3.77, 3.53, 4.46, 4.22, 3.71, 3.46, 3.98, 3.73, 3.21, 2.96, 
238, 0, 0, 0, 5.00, 4.78, 4.27, 4.03, 4.53, 4.29, 3.77, 3.53, 4.46, 4.22, 3.71, 3.46, 3.98, 3.73, 3.21, 2.96, 
255, 0, 0, 0, 5.00, 4.77, 4.27, 4.03, 4.52, 4.29, 3.77, 3.53, 4.46, 4.22, 3.70, 3.46, 3.98, 3.74, 3.21, 2.96, 
255, 0, 0, 0, 5.00, 4.77, 4.27, 4.03, 4.52, 4.29, 3.77, 3.53, 4.46, 4.22, 3.71, 3.46, 3.98, 3.74, 3.21, 2.96, 
255, 0, 0, 0, 5.00, 4.77, 4.26, 4.03, 4.52, 4.28, 3.77, 3.53, 4.46, 4.22, 3.70, 3.46, 3.98, 3.73, 3.21, 2.96, 
255, 17, 0, 0, 5.00, 4.77, 4.51, 4.27, 4.52, 4.29, 4.01, 3.77, 4.46, 4.22, 3.95, 3.71, 3.97, 3.73, 3.45, 3.21, 
255, 34, 0, 0, 5.00, 4.77, 4.58, 4.34, 4.53, 4.29, 4.09, 3.85, 4.46, 4.22, 4.02, 3.78, 3.98, 3.74, 3.54, 3.29, 
255, 51, 0, 0, 5.00, 4.77, 4.62, 4.38, 4.52, 4.29, 4.13, 3.89, 4.46, 4.22, 4.06, 3.82, 3.98, 3.73, 3.57, 3.33, 
255, 68, 0, 0, 5.00, 4.77, 4.64, 4.40, 4.53, 4.28, 4.15, 3.92, 4.46, 4.22, 4.09, 3.85, 3.98, 3.73, 3.60, 3.35, 
255, 85, 0, 0, 5.00, 4.77, 4.66, 4.42, 4.52, 4.29, 4.17, 3.93, 4.46, 4.22, 4.11, 3.87, 3.98, 3.73, 3.61, 3.37, 
255, 102, 0, 0, 5.00, 4.76, 4.67, 4.43, 4.52, 4.29, 4.19, 3.94, 4.46, 4.22, 4.12, 3.88, 3.98, 3.73, 3.63, 3.38, 
255, 119, 0, 0, 5.00, 4.77, 4.68, 4.44, 4.53, 4.28, 4.19, 3.95, 4.46, 4.22, 4.13, 3.88, 3.98, 3.73, 3.64, 3.39, 
255, 136, 0, 0, 5.00, 4.77, 4.69, 4.45, 4.52, 4.28, 4.20, 3.96, 4.46, 4.22, 4.14, 3.89, 3.98, 3.73, 3.65, 3.40, 
255, 153, 0, 0, 5.00, 4.77, 4.69, 4.45, 4.52, 4.29, 4.20, 3.96, 4.46, 4.22, 4.14, 3.90, 3.98, 3.73, 3.65, 3.40, 
255, 170, 0, 0, 5.00, 4.76, 4.70, 4.46, 4.53, 4.29, 4.21, 3.97, 4.46, 4.22, 4.15, 3.90, 3.98, 3.73, 3.66, 3.41, 
255, 187, 0, 0, 5.00, 4.76, 4.70, 4.47, 4.53, 4.29, 4.21, 3.97, 4.46, 4.22, 4.15, 3.91, 3.98, 3.73, 3.66, 3.41, 
255, 204, 0, 0, 4.99, 4.76, 4.70, 4.46, 4.53, 4.28, 4.22, 3.97, 4.46, 4.21, 4.15, 3.91, 3.98, 3.73, 3.66, 3.42, 
255, 221, 0, 0, 5.00, 4.77, 4.71, 4.47, 4.53, 4.28, 4.22, 3.98, 4.46, 4.21, 4.16, 3.91, 3.97, 3.73, 3.67, 3.42, 
255, 238, 0, 0, 5.00, 4.76, 4.71, 4.47, 4.53, 4.28, 4.22, 3.98, 4.46, 4.21, 4.16, 3.92, 3.98, 3.73, 3.67, 3.42, 
255, 255, 0, 0, 5.00, 4.76, 4.71, 4.47, 4.53, 4.28, 4.23, 3.98, 4.46, 4.21, 4.17, 3.92, 3.98, 3.73, 3.67, 3.42, 
255, 255, 0, 0, 4.99, 4.76, 4.71, 4.47, 4.53, 4.28, 4.22, 3.98, 4.46, 4.21, 4.16, 3.92, 3.98, 3.73, 3.67, 3.42, 
255, 255, 0, 0, 5.00, 4.76, 4.71, 4.47, 4.53, 4.28, 4.22, 3.98, 4.46, 4.21, 4.16, 3.92, 3.98, 3.73, 3.67, 3.42, 
255, 255, 17, 0, 5.00, 4.76, 4.71, 4.47, 4.63, 4.39, 4.33, 4.09, 4.46, 4.21, 4.16, 3.92, 4.09, 3.84, 3.78, 3.54, 
255, 255, 34, 0, 5.00, 4.76, 4.71, 4.47, 4.67, 4.44, 4.38, 4.14, 4.46, 4.21, 4.16, 3.91, 4.14, 3.89, 3.83, 3.58, 
255, 255, 51, 0, 4.99, 4.76, 4.71, 4.47, 4.71, 4.46, 4.41, 4.17, 4.46, 4.21, 4.16, 3.92, 4.16, 3.92, 3.86, 3.61, 
255, 255, 68, 0, 4.99, 4.77, 4.71, 4.47, 4.72, 4.48, 4.43, 4.18, 4.46, 4.21, 4.16, 3.92, 4.18, 3.94, 3.88, 3.63, 
255, 255, 85, 0, 4.99, 4.77, 4.71, 4.47, 4.74, 4.49, 4.44, 4.19, 4.46, 4.21, 4.16, 3.92, 4.19, 3.95, 3.89, 3.64, 
255, 255, 102, 0, 5.00, 4.76, 4.71, 4.47, 4.74, 4.50, 4.45, 4.20, 4.46, 4.22, 4.16, 3.91, 4.20, 3.96, 3.90, 3.65, 
255, 255, 119, 0, 5.00, 4.76, 4.71, 4.47, 4.75, 4.51, 4.46, 4.21, 4.46, 4.21, 4.16, 3.92, 4.21, 3.96, 3.91, 3.66, 
255, 255, 136, 0, 4.99, 4.76, 4.71, 4.47, 4.76, 4.52, 4.46, 4.22, 4.46, 4.21, 4.16, 3.92, 4.22, 3.97, 3.92, 3.67, 
255, 255, 153, 0, 5.00, 4.77, 4.71, 4.47, 4.77, 4.52, 4.47, 4.23, 4.46, 4.22, 4.17, 3.92, 4.23, 3.98, 3.93, 3.67, 
255, 255, 170, 0, 5.00, 4.77, 4.71, 4.47, 4.77, 4.53, 4.47, 4.23, 4.46, 4.21, 4.17, 3.92, 4.23, 3.98, 3.93, 3.68, 
255, 255, 187, 0, 5.00, 4.77, 4.71, 4.47, 4.77, 4.53, 4.48, 4.23, 4.46, 4.22, 4.16, 3.92, 4.23, 3.98, 3.93, 3.68, 
255, 255, 204, 0, 5.00, 4.76, 4.71, 4.47, 4.78, 4.54, 4.48, 4.23, 4.46, 4.21, 4.16, 3.92, 4.24, 3.99, 3.93, 3.69, 
255, 255, 221, 0, 5.00, 4.76, 4.71, 4.47, 4.78, 4.54, 4.48, 4.24, 4.46, 4.22, 4.16, 3.92, 4.24, 3.99, 3.94, 3.69, 
255, 255, 238, 0, 5.00, 4.76, 4.71, 4.47, 4.78, 4.54, 4.49, 4.24, 4.46, 4.22, 4.16, 3.92, 4.24, 3.99, 3.94, 3.69, 
255, 255, 255, 0, 5.00, 4.77, 4.70, 4.47, 4.78, 4.54, 4.49, 4.24, 4.46, 4.22, 4.16, 3.92, 4.24, 4.00, 3.94, 3.69, 
255, 255, 255, 0, 5.00, 4.76, 4.71, 4.47, 4.78, 4.54, 4.49, 4.24, 4.46, 4.21, 4.16, 3.92, 4.24, 4.00, 3.94, 3.69, 
255, 255, 255, 0, 5.00, 4.76, 4.71, 4.47, 4.78, 4.54, 4.49, 4.24, 4.46, 4.22, 4.17, 3.92, 4.24, 4.00, 3.94, 3.69, 
255, 255, 255, 17, 5.00, 4.77, 4.71, 4.47, 4.78, 4.55, 4.48, 4.24, 4.62, 4.37, 4.32, 4.07, 4.40, 4.16, 4.10, 3.85, 
255, 255, 255, 34, 5.00, 4.76, 4.70, 4.47, 4.79, 4.54, 4.49, 4.24, 4.67, 4.43, 4.37, 4.13, 4.45, 4.21, 4.15, 3.91, 
255, 255, 255, 51, 5.00, 4.77, 4.71, 4.47, 4.78, 4.54, 4.48, 4.25, 4.70, 4.46, 4.40, 4.16, 4.48, 4.24, 4.18, 3.94, 
255, 255, 255, 68, 4.99, 4.77, 4.70, 4.47, 4.78, 4.55, 4.49, 4.25, 4.71, 4.48, 4.42, 4.17, 4.50, 4.26, 4.19, 3.96, 
255, 255, 255, 85, 5.00, 4.77, 4.71, 4.47, 4.78, 4.54, 4.49, 4.24, 4.73, 4.49, 4.43, 4.19, 4.52, 4.27, 4.21, 3.97, 
255, 255, 255, 102, 5.00, 4.76, 4.71, 4.47, 4.78, 4.54, 4.49, 4.24, 4.74, 4.50, 4.44, 4.20, 4.52, 4.28, 4.22, 3.98, 
255, 255, 255, 119, 5.00, 4.77, 4.71, 4.47, 4.78, 4.54, 4.49, 4.25, 4.75, 4.51, 4.45, 4.21, 4.53, 4.29, 4.23, 3.99, 
255, 255, 255, 136, 5.00, 4.77, 4.71, 4.47, 4.78, 4.55, 4.49, 4.24, 4.75, 4.51, 4.45, 4.21, 4.54, 4.29, 4.24, 3.99, 
255, 255, 255, 153, 4.99, 4.76, 4.71, 4.47, 4.78, 4.54, 4.48, 4.24, 4.76, 4.51, 4.46, 4.22, 4.54, 4.30, 4.24, 4.00, 
255, 255, 255, 170, 5.00, 4.77, 4.71, 4.47, 4.79, 4.54, 4.49, 4.24, 4.76, 4.53, 4.46, 4.22, 4.55, 4.30, 4.24, 4.00, 
255, 255, 255, 187, 5.00, 4.76, 4.71, 4.47, 4.78, 4.54, 4.49, 4.25, 4.77, 4.53, 4.47, 4.23, 4.55, 4.30, 4.25, 4.00, 
255, 255, 255, 204, 5.00, 4.77, 4.71, 4.47, 4.78, 4.54, 4.48, 4.25, 4.77, 4.53, 4.47, 4.23, 4.55, 4.31, 4.25, 4.00, 
255, 255, 255, 221, 4.99, 4.77, 4.71, 4.47, 4.78, 4.54, 4.48, 4.24, 4.77, 4.53, 4.47, 4.23, 4.55, 4.31, 4.25, 4.01, 
255, 255, 255, 238, 5.00, 4.76, 4.71, 4.47, 4.78, 4.54, 4.48, 4.24, 4.77, 4.53, 4.48, 4.23, 4.55, 4.31, 4.25, 4.01, 
255, 255, 255, 255, 5.00, 4.76, 4.71, 4.47, 4.78, 4.54, 4.48, 4.24, 4.77, 4.54, 4.48, 4.24, 4.55, 4.31, 4.25, 4.01, 

