RepRap Ltd Optical Synapse Starting
278, 1, 3.44
279, 1, 3.44
280, 1, 3.44
281, 1, 3.44
282, 1, 3.43
283, 1, 3.43
284, 1, 3.43
285, 1, 3.43
286, 1, 3.43
287, 1, 3.43
288, 1, 3.42
289, 1, 3.42
290, 1, 3.42
291, 1, 3.42
292, 1, 3.42
293, 1, 3.42
294, 1, 3.41
295, 1, 3.41
296, 1, 3.41
297, 1, 3.41
298, 1, 3.41
299, 1, 3.40
300, 1, 3.40
301, 1, 3.40
302, 1, 3.40
303, 1, 3.40
304, 1, 3.40
305, 1, 3.39
306, 1, 3.40
307, 1, 3.39
308, 1, 3.39
309, 1, 3.39
310, 1, 3.38
311, 1, 3.38
312, 1, 3.39
313, 1, 3.38
314, 1, 3.38
315, 1, 3.38
316, 1, 3.39
317, 1, 3.38
318, 1, 3.38
319, 1, 3.38
320, 1, 3.38
321, 1, 3.38
322, 1, 3.37
323, 1, 3.37
324, 1, 3.37
325, 1, 3.38
326, 1, 3.37
327, 1, 3.37
328, 1, 3.36
329, 1, 3.36
330, 1, 3.36
331, 1, 3.36
332, 1, 3.36
333, 1, 3.36
334, 1, 3.36
335, 1, 3.36
336, 1, 3.36
337, 1, 3.36
338, 1, 3.36
339, 1, 3.35
340, 1, 3.35
341, 1, 3.35
342, 1, 3.35
343, 1, 3.35
344, 1, 3.35
345, 1, 3.35
346, 1, 3.35
347, 1, 3.34
348, 1, 3.34
349, 1, 3.34
350, 1, 3.34
351, 1, 3.34
352, 1, 3.34
353, 1, 3.34
354, 1, 3.34
355, 1, 3.33
356, 1, 3.33
357, 1, 3.33
358, 1, 3.34
359, 1, 3.33
360, 1, 3.33
361, 1, 3.33
362, 1, 3.33
363, 1, 3.33
364, 1, 3.33
365, 1, 3.33
366, 1, 3.33
367, 1, 3.33
368, 1, 3.33
369, 1, 3.33
370, 1, 3.33
371, 1, 3.33
372, 1, 3.33
373, 1, 3.33
374, 1, 3.33
375, 1, 3.32
376, 1, 3.32
377, 1, 3.32
378, 1, 3.32
379, 1, 3.32
380, 1, 3.32
381, 1, 3.32
382, 1, 3.32
383, 1, 3.32
384, 1, 3.32
385, 1, 3.32

